-0.90091896 -1.77192843 -0.36831278
-0.89251769 -1.76259565 -0.35602486
-0.90252471 -1.76952994 -0.36704326
-0.96211559 -1.88003337 -0.49253044
-0.75234365 -1.51909685 -0.46936384
-0.73258537 -1.47851968 -0.51437789
-0.78717089 -1.57552266 -0.40308058
-0.77159774 -1.54545927 -0.43689987
-0.80171394 -1.60605919 -0.78316987
-0.81375235 -1.62567580 -0.80617857
-0.77196008 -1.54861462 -0.71855009
-0.74144852 -1.49206507 -0.65432447
-0.90726644 -1.78861666 -0.76660490
-0.91089708 -1.79219389 -0.76168913
-0.92530841 -1.81164491 -0.73763335
-0.90776783 -1.78651416 -0.76817226
-0.72065473 -1.45546687 -0.56530929
-0.73033774 -1.47216690 -0.55636841
-0.72880685 -1.46952665 -0.59295845
-0.73034394 -1.47217762 -0.57334417
-0.72346163 -1.46030784 -0.54204303
-0.72782463 -1.46783268 -0.55407900
-0.87607688 -1.72351968 -0.82976228
-0.85249394 -1.68284678 -0.84586811
-0.85844058 -1.69310272 -0.83579069
-0.84266627 -1.66589713 -0.83028150
-0.86146015 -1.69831049 -0.83687246
-0.80895889 -1.60776293 -0.73683447
-0.79830086 -1.58938122 -0.74062049
-0.80925655 -1.60827625 -0.77510101
-0.77168739 -1.54348159 -0.70010668
-0.83063078 -1.64513981 -0.79073960
-0.80609185 -1.60281813 -0.77690691
-0.80353844 -1.59841430 -0.73130703
-0.79864401 -1.58997309 -0.72866493
-0.81925976 -1.62552857 -0.75580931
-0.85860813 -1.69339168 -0.81696326
-0.83801579 -1.65787661 -0.81386679
-0.77754915 -1.55359125 -0.71641421
-0.83475554 -1.65225375 -0.81133634
-0.84401453 -1.66822243 -0.81178439
-0.80297303 -1.59743917 -0.76541418
-0.80039883 -1.59299958 -0.74782687
-0.86493582 -1.70430493 -0.80322224
-0.85121822 -1.68064642 -0.81515086
-0.77579165 -1.55056024 -0.69193631
-0.80096930 -1.59398341 -0.72931701
-0.79353207 -1.58115673 -0.74459052
-0.76960248 -1.53988588 -0.68336117
-0.87229788 -1.71700203 -0.81293368
-0.87137288 -1.71540678 -0.81876665
-0.86227965 -1.69972396 -0.81534731
-0.83561260 -1.65373182 -0.78463709
-0.81937844 -1.62573326 -0.74449492
-0.80831999 -1.60666096 -0.76676744
-0.78443772 -1.56547177 -0.71419275
-0.82153207 -1.62944746 -0.80732536
-0.81470686 -1.61767626 -0.79729420
-0.78878152 -1.57296348 -0.73893446
-0.90765190 -1.77797627 -0.68602419
-0.75240082 -1.51021862 -0.64048988
-0.90006059 -1.76488376 -0.74538630
-0.91070813 -1.78324723 -0.64652449
-0.90825462 -1.77901578 -0.75117058
-0.75830704 -1.52040493 -0.63881123
-0.84430206 -1.66871834 -0.68125838
-0.84261471 -1.66580820 -0.73536432
-0.83423281 -1.65135217 -0.68577003
-0.87673873 -1.72466099 -0.72601938
-0.83435416 -1.65156150 -0.65753043
-0.93225008 -1.82040024 -0.70418078
-0.88800722 -1.74409556 -0.68009651
-0.90749085 -1.77769852 -0.71358401
-0.89150065 -1.75012052 -0.74563557
-0.87750101 -1.72597575 -0.81237179
-0.80829525 -1.60661829 -0.68774790
-0.85234380 -1.68258774 -0.74086839
-0.84417450 -1.66849840 -0.70581567
-0.85188782 -1.68180132 -0.69580698
-0.79580069 -1.58506930 -0.69648862
-0.85354030 -1.68465137 -0.66175163
-0.86672056 -1.70738292 -0.64135176
-0.89357013 -1.75368977 -0.73170668
-0.81839657 -1.62403977 -0.66294640
-0.84983546 -1.67826176 -0.64751625
-0.94265872 -1.83835161 -0.63672704
-0.94121242 -1.83585727 -0.66421825
-0.95295942 -1.85611701 -0.67059809
-0.74958193 -1.50535691 -0.63672322
-0.82290995 -1.63182402 -0.71400231
-0.84292150 -1.66633737 -0.73695421
-0.87833053 -1.72740638 -0.77281564
-0.91973042 -1.79880774 -0.67438918
-0.87830365 -1.72736013 -0.71476144
-0.88062745 -1.73136795 -0.80446655
-0.81346488 -1.61553431 -0.66165364
-0.83840060 -1.65854025 -0.67692214
-0.86387819 -1.70248091 -0.67942274
-0.83828592 -1.65834248 -0.67065799
-0.87906975 -1.72868133 -0.72686905
-0.84846985 -1.67590642 -0.72885692
-0.86362952 -1.70205200 -0.68762070
-0.86184955 -1.69898212 -0.75147539
-0.88155550 -1.73296845 -0.72606832
-0.89351952 -1.75360250 -0.65660197
-0.87766808 -1.72626400 -0.68405223
-0.82273000 -1.63151360 -0.71744502
-0.95348603 -1.85702527 -0.68017983
-0.80055207 -1.59326386 -0.70136130
-0.89759243 -1.76062691 -0.70457870
-0.76106948 -1.52516913 -0.63498992
-0.86789441 -1.70940757 -0.78841335
-0.94977087 -1.85061777 -0.67752308
-0.84128028 -1.66350687 -0.63287872
-0.90389168 -1.77149105 -0.70702904
-0.81890136 -1.62491047 -0.63838416
-0.86442941 -1.70343149 -0.66695499
-0.82598197 -1.63712215 -0.73786181
-0.87441820 -1.72065890 -0.79101741
-0.77497566 -1.54915285 -0.68249500
-0.89509636 -1.75632203 -0.74122828
-0.92063403 -1.80036616 -0.70551080
-0.87980527 -1.72994995 -0.80539376
-0.87556201 -1.72263169 -0.80540138
-0.91245884 -1.78626668 -0.73496771
-0.88309437 -1.73562241 -0.76307577
-0.95339274 -1.85686433 -0.66924644
-0.92398411 -1.80614400 -0.71211112
-0.88480532 -1.73857331 -0.67610639
-0.83473432 -1.65221715 -0.64239472
-0.89567000 -1.75731134 -0.69979823
-0.88292134 -1.73532403 -0.64260769
-0.77797723 -1.55432963 -0.63550144
-0.75849450 -1.52072811 -0.63589287
-0.90994281 -1.78192735 -0.71698368
-0.85440534 -1.68614328 -0.65234232
-0.76477516 -1.53156030 -0.65107346
-0.86170185 -1.69872737 -0.69632095
-0.84494436 -1.66982615 -0.76517665
-0.81027150 -1.61002672 -0.68039483
-0.80699652 -1.60437846 -0.68501115
-0.77984387 -1.55754888 -0.67673582
-0.77807230 -1.55449355 -0.63769829
-0.87865889 -1.72797275 -0.68093497
-0.87555468 -1.72261894 -0.71239221
-0.88677233 -1.74196577 -0.81598622
-0.83857489 -1.65884078 -0.68537682
-0.88981926 -1.74722075 -0.72717041
-0.86404318 -1.70276535 -0.71871507
-0.84118187 -1.66333699 -0.73062915
-0.97573489 -1.89539731 -0.63536787
-0.86946982 -1.71212459 -0.72639072
-0.76810282 -1.53729939 -0.64119959
-0.87905365 -1.72865355 -0.70960504
-0.81418097 -1.61676919 -0.71902007
-0.82381058 -1.63337719 -0.65844780
-0.82592100 -1.63701701 -0.68953246
-0.88357586 -1.73645294 -0.70654833
-0.82921243 -1.64269364 -0.71835184
-0.89828432 -1.76182032 -0.74099475
-0.86464554 -1.70380425 -0.69642889
-0.88858998 -1.74510062 -0.71920252
-0.94454020 -1.84159660 -0.69729131
-0.91658688 -1.79338622 -0.71498805
-0.77352178 -1.54664540 -0.68595219
-0.85662210 -1.68996644 -0.77819639
-0.85438120 -1.68610168 -0.69455534
-0.86124510 -1.69793963 -0.71213049
-0.83230281 -1.64802361 -0.64779502
-0.85276377 -1.68331206 -0.74423748
-0.85635328 -1.68950284 -0.77445549
-0.80903918 -1.60790145 -0.73014003
-0.94696927 -1.84578586 -0.63909316
-0.79909629 -1.59075308 -0.63955557
-0.92551368 -1.80878210 -0.65689951
-0.88551140 -1.73979104 -0.64720786
-0.89933079 -1.76362503 -0.68691760
-0.87090731 -1.71460378 -0.79781252
-0.94750369 -1.84670770 -0.66442800
-0.88661546 -1.74169528 -0.69419968
-0.89977831 -1.76439679 -0.76001394
-0.82698685 -1.63885522 -0.64546835
-0.91480237 -1.79030859 -0.74596548
-0.89363647 -1.75380421 -0.66547877
-0.88803142 -1.74413741 -0.76015145
-0.87500674 -1.72167397 -0.81205410
-0.89575994 -1.75746655 -0.72682452
-0.89239144 -1.75165689 -0.68306667
-0.90935969 -1.78092170 -0.70388454
-0.84525001 -1.67035317 -0.71519929
-0.92485213 -1.80764103 -0.72875577
-0.89346886 -1.75351512 -0.74977577
-0.87918150 -1.72887409 -0.71077788
-0.84234494 -1.66534305 -0.72678280
-0.90549219 -1.77425146 -0.74417824
-0.89640707 -1.75858259 -0.79532427
-0.86799246 -1.70957661 -0.78865707
-0.87145895 -1.71555519 -0.75794691
-0.75119495 -1.50813890 -0.65507352
-0.85314977 -1.68397772 -0.71317154
-0.83126533 -1.64623415 -0.64851969
-0.79414499 -1.58221376 -0.40269938
-0.73864478 -1.48649383 -0.53303820
-0.74557650 -1.49844885 -0.51401931
-0.75167060 -1.50895917 -0.48147845
-0.80021453 -1.59268177 -0.39232323
-0.74666846 -1.50033212 -0.52939814
-0.78482926 -1.56614721 -0.43243650
-0.74072444 -1.49008060 -0.52565271
-0.74379569 -1.49537742 -0.53392428
-0.78918731 -1.57366335 -0.44794828
-0.73266923 -1.47618806 -0.54279453
-0.80107844 -1.59417176 -0.38105845
-0.73947555 -1.48792672 -0.58361465
-0.76517552 -1.53225076 -0.50180084
-0.73512483 -1.48042309 -0.52917016
-0.74682343 -1.50059938 -0.50813478
-0.79986590 -1.59208047 -0.39803782
