1.856928230000000069e+00 -1.899385330000000094e+00 -1.080000040000000050e+00
1.898708459999999931e+00 -1.899457570000000040e+00 -1.129999999999999893e+00
1.505728659999999941e+00 -1.688186820000000088e+00 -1.143497229999999920e+00
1.741446140000000087e+00 -1.799965379999999948e+00 -4.376578899999999939e-01
2.270614389999999982e+00 -2.199922799999999956e+00 -1.114128350000000101e+00
2.245260950000000033e+00 -2.255984540000000038e+00 -9.810000100000000334e-01
1.770011430000000052e+00 -1.816457509999999997e+00 -9.969303000000000470e-01
1.821351530000000052e+00 -1.846098779999999939e+00 -6.717799300000000251e-01
2.212497949999999935e+00 -2.153190850000000101e+00 -5.700683600000000517e-01
1.716642259999999975e+00 -1.785644889999999929e+00 -5.486044300000000318e-01
1.802511690000000000e+00 -1.835221530000000101e+00 -8.575018599999999491e-01
1.877022149999999945e+00 -1.878240230000000066e+00 -1.088757039999999954e+00
2.214383129999999866e+00 -2.191506620000000183e+00 -6.248019299999999498e-01
1.457279439999999981e+00 -1.665823220000000049e+00 -1.121374730000000097e+00
2.204156400000000016e+00 -2.224501849999999781e+00 -7.625741400000000114e-01
1.438009260000000067e+00 -1.771610260000000103e+00 -1.179999950000000020e+00
1.698236819999999980e+00 -1.845916389999999963e+00 -3.072709100000000082e-01
2.270653719999999876e+00 -2.177855010000000036e+00 -8.659524899999999636e-01
2.291335820000000023e+00 -2.142032620000000165e+00 -7.944280500000000522e-01
2.207549100000000042e+00 -2.217051979999999922e+00 -4.916052200000000094e-01
1.524470090000000111e+00 -1.712282899999999941e+00 -1.045711870000000099e+00
1.660715219999999936e+00 -1.753355379999999908e+00 -7.368893600000000488e-01
2.287733080000000196e+00 -2.115364070000000041e+00 -8.046742700000000248e-01
1.841947559999999928e+00 -1.857989850000000054e+00 -5.078496300000000518e-01
2.213087799999999827e+00 -2.155883789999999856e+00 -3.500450800000000084e-01
2.215233800000000031e+00 -2.173168659999999974e+00 -3.829928300000000063e-01
1.819869640000000066e+00 -1.849841709999999972e+00 -3.774891200000000113e-01
2.222504380000000168e+00 -2.272076129999999861e+00 -1.031000020000000017e+00
2.203679319999999997e+00 -2.225460290000000008e+00 -6.851682700000000237e-01
2.204465630000000065e+00 -2.130937579999999887e+00 -1.149911399999999917e+00
2.238204119999999797e+00 -2.089967849999999849e+00 -1.083345589999999969e+00
