-0.91663009 -0.17495951 8.50771236
20.89525986 -0.17493831 39.11278152
21.66226387 -0.17389847 40.18883896
28.69787025 -0.17460848 50.06086349
16.32193756 -0.17416200 32.69566727
16.46357727 -0.17415912 32.89440536
17.67000580 -0.17402798 34.58717346
22.03151512 -0.17495233 40.70710373
25.26596451 -0.17403471 45.24534225
26.28705025 -0.17412475 46.67808151
28.36109543 -0.17492862 49.58837128
22.12236023 -0.17376421 40.83439636
27.87139893 -0.17481896 48.90124512
15.62811565 -0.17429230 31.72216034
13.17997360 -0.17479877 28.28715515
16.29354477 -0.17370066 32.65575790
25.10471344 -0.17357105 45.01902008
27.43840408 -0.17386426 48.29354858
28.47896767 -0.17499761 49.75377274
14.82623291 -0.17472683 30.59707260
23.63075447 -0.17378822 42.95088196
29.35857201 -0.17417471 50.98785400
23.55451584 -0.17493197 42.84408188
21.12994194 -0.17348169 39.44185257
29.97950172 -0.17298266 51.85892487
13.43206882 -0.17468515 28.64086342
10.31591129 -0.17428796 24.26840591
6.42756987 -0.17472310 18.81259727
28.29931068 -0.17404076 49.50154495
12.63865566 -0.17472692 27.52760124
20.59595871 -0.17438263 38.69273758
24.39624214 -0.17391559 44.02498627
19.82999420 -0.17470056 37.61803436
20.66613007 -0.17484096 38.79126740
9.02322006 -0.17449521 22.45461655
17.63636398 -0.17366733 34.53991318
27.37424469 -0.17350456 48.20346832
19.31458473 -0.17432326 36.89478683
23.53153229 -0.17376092 42.81165695
4.79932880 -0.17469995 16.52794647
24.16871452 -0.17419699 43.70577621
26.00395966 -0.17369680 46.28079987
21.76166916 -0.17331707 40.32822800
18.11434174 -0.17426077 35.21067047
26.99557495 -0.17300700 47.67206955
17.16930389 -0.17469068 33.88471603
7.54936552 -0.17450194 20.38659668
5.50359488 -0.17460547 17.51611519
17.06203651 -0.17375760 33.73406601
14.25342083 -0.17480843 29.79335022
10.85665989 -0.17409475 25.02712250
9.79673481 -0.17480806 23.54000854
4.23380852 -0.17455372 15.73442268
25.39815903 -0.17492165 45.43096161
19.01101494 -0.17368254 36.46873856
27.82410240 -0.17392027 48.83474350
6.51280499 -0.17440492 18.93214417
20.08274269 -0.17449063 37.97264099
21.06444168 -0.17406335 39.35003662
14.64523125 -0.17411533 30.34301186
18.24864388 -0.17413899 35.39909744
9.34908867 -0.17445500 22.91184807
30.01032448 -0.17405024 51.90233231
20.85513496 -0.17418195 39.05636597
12.35776520 -0.17438698 27.13342285
15.14797497 -0.17490749 31.04854774
28.19480896 -0.17419697 49.35493851
20.43287468 -0.17471398 38.46395874
15.46993160 -0.17436211 31.50021553
10.23428249 -0.17414281 24.15385056
29.95333481 -0.17359059 51.82229996
26.35576057 -0.17430624 46.77451706
11.60934639 -0.17485400 26.08335876
14.87029362 -0.17377940 30.65875435
27.69259834 -0.17314568 48.65010834
24.74429703 -0.17332913 44.51326752
23.25778198 -0.17376207 42.42754745
19.23273277 -0.17471240 36.77999496
26.75040627 -0.17406127 47.32822037
18.23068619 -0.17451806 35.37395477
16.25363731 -0.17442366 32.59987259
9.65453720 -0.17451803 23.34044266
23.93748093 -0.17435148 43.38134766
8.65347576 -0.17429660 21.93578339
20.18293381 -0.17438434 38.11320877
19.90139771 -0.17347388 37.71803665
27.27507401 -0.17436171 48.06444931
14.53134346 -0.17466100 30.18329239
29.28019333 -0.17316154 50.87772751
25.06503868 -0.17401874 44.96341324
23.01416206 -0.17428556 42.08579636
22.15924454 -0.17370884 40.88614273
15.53322983 -0.17498848 31.58912659
24.79841995 -0.17348115 44.58922958
30.11149406 -0.17373084 52.04423904
19.83601570 -0.17393985 37.62636948
13.60050583 -0.17404063 28.87710571
8.48091984 -0.17473011 21.69372940
12.13870525 -0.17437083 26.82604980
0.90720797 -0.17488582 11.06679630
7.22962856 -0.17467062 19.93798637
24.55265236 -0.17325760 44.24435425
18.21717072 -0.17369007 35.35486984
22.71321869 -0.17399311 41.66348267
24.38985634 -0.17462987 44.01613235
22.83300781 -0.17407449 41.83157730
6.65804625 -0.17496541 19.13602257
11.41569328 -0.17420529 25.81153870
26.47665024 -0.17398046 46.94409180
30.01773453 -0.17295577 51.91256714
25.76842308 -0.17394550 45.95034790
2.68388557 -0.17490204 13.55972099
10.05781078 -0.17495185 23.90635681
24.42237282 -0.17367795 44.06161499
29.51394463 -0.17486309 51.20596695
-0.11927683 -0.17481454 9.62648582
8.38583851 -0.17462686 21.56030083
23.03533745 -0.17397869 42.11545944
22.93473434 -0.17363709 41.97424698
4.50230551 -0.17469038 16.11118126
13.03177643 -0.17401607 28.07909775
2.53411174 -0.17497000 13.34957790
29.47185516 -0.17301936 51.14663315
17.73409653 -0.17397574 34.67709351
30.21150589 -0.17332400 52.18450928
13.76374054 -0.17430055 29.10618591
25.94537926 -0.17491646 46.19878769
9.41458797 -0.17450671 23.00375938
13.67898083 -0.17409103 28.98722649
23.64309692 -0.17362753 42.96817780
6.46562862 -0.17461897 18.86598206
26.52674103 -0.17417683 47.01440811
8.57942581 -0.17450261 21.83191299
3.72181225 -0.17483576 15.01606369
22.87304878 -0.17406194 41.88776016
8.90831280 -0.17428997 22.29335403
11.68047905 -0.17484429 26.18316460
28.76424217 -0.17363769 50.15384674
29.46289062 -0.17437798 51.13425827
12.85232735 -0.17477866 27.82742119
6.23666573 -0.17450331 18.54469872
